text,label
would you power off hall light please,LIGHT_OFF
hey power off office light please,LIGHT_OFF
can you start hall light,LIGHT_ON
please power off led,LIGHT_OFF
would you power on kitchen led,LIGHT_ON
can you stop living room light for me,LIGHT_OFF
power off lights right now,LIGHT_OFF
can you turn off office light please,LIGHT_OFF
could you switch on lamp please,LIGHT_ON
please turn on garage lamp right now,LIGHT_ON
could you switch on office lights right now,LIGHT_ON
please power on office light,LIGHT_ON
please turn off living room led for me,LIGHT_OFF
please switch on hall light for me,LIGHT_ON
please power on garage led please,LIGHT_ON
could you turn on kitchen lamp please,LIGHT_ON
please power off living room lamp,LIGHT_OFF
hey power off living room lights right now,LIGHT_OFF
could you power off led for me,LIGHT_OFF
can you activate garage led,LIGHT_ON
please turn off bathroom led,LIGHT_OFF
would you start hall lamp please,LIGHT_ON
could you deactivate office led please,LIGHT_OFF
hey switch on office lamp right now,LIGHT_ON
can you disable light right now,LIGHT_OFF
switch on hall lamp please,LIGHT_ON
would you activate office light,LIGHT_ON
please deactivate kitchen led please,LIGHT_OFF
would you switch on led please,LIGHT_ON
enable hall lights for me,LIGHT_ON
would you deactivate hall lights,LIGHT_OFF
hey turn on bedroom lamp,LIGHT_ON
please power off garage lamp for me,LIGHT_OFF
can you turn on kitchen led please,LIGHT_ON
turn on hall lights for me,LIGHT_ON
would you power off hall light,LIGHT_OFF
could you switch on office led,LIGHT_ON
would you power off light please,LIGHT_OFF
please turn off bedroom lights for me,LIGHT_OFF
can you disable kitchen lamp for me,LIGHT_OFF
could you switch on lamp right now,LIGHT_ON
power on light right now,LIGHT_ON
can you start hall lamp please,LIGHT_ON
please power off hall lights for me,LIGHT_OFF
please power on lights right now,LIGHT_ON
could you switch off bathroom lights please,LIGHT_OFF
please power on living room lights for me,LIGHT_ON
hey switch off hall light for me,LIGHT_OFF
please power on living room led please,LIGHT_ON
hey switch off office lamp,LIGHT_OFF
would you disable lights please,LIGHT_OFF
can you turn on garage light right now,LIGHT_ON
can you turn on light right now,LIGHT_ON
hey switch on bedroom light please,LIGHT_ON
could you enable office led right now,LIGHT_ON
could you activate office led for me,LIGHT_ON
turn on office led for me,LIGHT_ON
hey deactivate living room lamp,LIGHT_OFF
would you switch off hall lamp,LIGHT_OFF
could you enable hall lamp,LIGHT_ON
disable office lamp,LIGHT_OFF
can you power on hall light right now,LIGHT_ON
could you activate garage lamp right now,LIGHT_ON
please turn on bathroom lamp right now,LIGHT_ON
would you stop kitchen led please,LIGHT_OFF
activate living room lights please,LIGHT_ON
can you activate office lamp please,LIGHT_ON
power off office lights right now,LIGHT_OFF
would you power off kitchen light,LIGHT_OFF
activate garage lights,LIGHT_ON
switch on garage light,LIGHT_ON
would you turn off hall lamp please,LIGHT_OFF
could you switch on led,LIGHT_ON
can you stop led,LIGHT_OFF
disable office lights,LIGHT_OFF
would you turn off garage light,LIGHT_OFF
could you activate living room light right now,LIGHT_ON
hey power off bedroom lights for me,LIGHT_OFF
switch on bathroom lamp for me,LIGHT_ON
could you power off lamp right now,LIGHT_OFF
would you turn off lights,LIGHT_OFF
could you power on bedroom lights for me,LIGHT_ON
could you turn off led,LIGHT_OFF
could you turn on light right now,LIGHT_ON
please stop kitchen lamp,LIGHT_OFF
could you stop hall led please,LIGHT_OFF
could you activate bedroom light,LIGHT_ON
could you disable office lights right now,LIGHT_OFF
power on lights for me,LIGHT_ON
hey switch on hall led,LIGHT_ON
can you power off bedroom led right now,LIGHT_OFF
please switch off lights please,LIGHT_OFF
would you activate hall lights for me,LIGHT_ON
can you turn off garage lights for me,LIGHT_OFF
would you start bathroom led for me,LIGHT_ON
hey power off office light right now,LIGHT_OFF
please activate living room light for me,LIGHT_ON
please start bedroom lamp for me,LIGHT_ON
power on office lights right now,LIGHT_ON
please power off bedroom lights,LIGHT_OFF
could you switch on living room lamp please,LIGHT_ON
activate living room lamp right now,LIGHT_ON
would you power off bedroom led for me,LIGHT_OFF
hey activate garage lamp please,LIGHT_ON
can you switch on lamp for me,LIGHT_ON
turn off kitchen light,LIGHT_OFF
can you switch off office lights for me,LIGHT_OFF
would you disable office light,LIGHT_OFF
would you turn on hall light right now,LIGHT_ON
could you activate bathroom light please,LIGHT_ON
could you start garage led for me,LIGHT_ON
could you deactivate office led for me,LIGHT_OFF
please disable kitchen led,LIGHT_OFF
please turn off kitchen light please,LIGHT_OFF
can you disable bathroom led right now,LIGHT_OFF
can you turn on bedroom led for me,LIGHT_ON
please turn on office light for me,LIGHT_ON
hey power off office lamp for me,LIGHT_OFF
could you switch on bathroom light please,LIGHT_ON
please activate office light for me,LIGHT_ON
could you switch on living room light,LIGHT_ON
would you enable bedroom light right now,LIGHT_ON
please turn off hall lamp,LIGHT_OFF
could you disable lights for me,LIGHT_OFF
could you switch off kitchen led for me,LIGHT_OFF
start led for me,LIGHT_ON
could you disable bedroom light for me,LIGHT_OFF
would you turn on bedroom lamp for me,LIGHT_ON
would you enable kitchen lamp,LIGHT_ON
can you turn off living room lights,LIGHT_OFF
can you enable living room led please,LIGHT_ON
can you power off bedroom light please,LIGHT_OFF
would you power off led please,LIGHT_OFF
hey turn on living room light right now,LIGHT_ON
can you start bedroom led please,LIGHT_ON
hey stop bathroom lights right now,LIGHT_OFF
please power off living room lights right now,LIGHT_OFF
hey disable bedroom lamp right now,LIGHT_OFF
start kitchen light,LIGHT_ON
hey stop living room led for me,LIGHT_OFF
please turn off light,LIGHT_OFF
hey switch off living room lights please,LIGHT_OFF
can you stop bathroom lights please,LIGHT_OFF
would you turn off lights right now,LIGHT_OFF
can you stop bedroom lights for me,LIGHT_OFF
would you stop bedroom lights right now,LIGHT_OFF
please disable living room lights right now,LIGHT_OFF
hey stop bedroom lights,LIGHT_OFF
turn off bathroom lamp right now,LIGHT_OFF
hey stop bedroom lights for me,LIGHT_OFF
would you enable garage light please,LIGHT_ON
hey stop light please,LIGHT_OFF
please switch on hall led for me,LIGHT_ON
activate hall lights right now,LIGHT_ON
could you switch off garage lamp for me,LIGHT_OFF
could you power off kitchen light please,LIGHT_OFF
hey enable kitchen lamp please,LIGHT_ON
turn on garage led right now,LIGHT_ON
can you disable kitchen lights right now,LIGHT_OFF
hey enable hall lamp for me,LIGHT_ON
could you deactivate office lights right now,LIGHT_OFF
deactivate bedroom lamp right now,LIGHT_OFF
could you disable hall lamp,LIGHT_OFF
play music,UNKNOWN
can you enable living room led right now,LIGHT_ON
could you power off lights for me,LIGHT_OFF
activate hall lamp,LIGHT_ON
deactivate living room led right now,LIGHT_OFF
switch off lamp for me,LIGHT_OFF
hey turn on garage led for me,LIGHT_ON
hey enable bathroom led please,LIGHT_ON
can you switch off led right now,LIGHT_OFF
would you enable kitchen lamp right now,LIGHT_ON
could you power off bathroom lamp,LIGHT_OFF
would you switch off office lamp,LIGHT_OFF
hey turn on kitchen light please,LIGHT_ON
hey switch off hall lamp for me,LIGHT_OFF
please enable bathroom light for me,LIGHT_ON
could you disable kitchen led for me,LIGHT_OFF
could you disable kitchen lights for me,LIGHT_OFF
can you start kitchen led for me,LIGHT_ON
hey deactivate hall light right now,LIGHT_OFF
can you activate office lights right now,LIGHT_ON
can you start bedroom lights right now,LIGHT_ON
play music please,UNKNOWN
hey stop living room lights please,LIGHT_OFF
switch off garage lamp,LIGHT_OFF
disable garage lights please,LIGHT_OFF
could you turn on bedroom lamp for me,LIGHT_ON
could you switch off hall lights,LIGHT_OFF
please turn off office led for me,LIGHT_OFF
stop garage lights please,LIGHT_OFF
can you start garage led for me,LIGHT_ON
would you disable hall lights for me,LIGHT_OFF
would you deactivate lamp right now,LIGHT_OFF
hey switch off led for me,LIGHT_OFF
please stop garage lamp please,LIGHT_OFF
please deactivate led,LIGHT_OFF
hey turn on bathroom lights right now,LIGHT_ON
could you power off hall light,LIGHT_OFF
hey switch off hall led please,LIGHT_OFF
hey start hall led for me,LIGHT_ON
could you power on living room light for me,LIGHT_ON
please start kitchen lamp right now,LIGHT_ON
would you power off office lights,LIGHT_OFF
hey disable bedroom led please,LIGHT_OFF
could you turn off garage lamp right now,LIGHT_OFF
can you turn off garage led,LIGHT_OFF
can you switch off office lights please,LIGHT_OFF
would you turn on kitchen led for me,LIGHT_ON
would you switch on garage lamp please,LIGHT_ON
please power on hall light please,LIGHT_ON
please turn off bathroom led please,LIGHT_OFF
would you power off garage lamp please,LIGHT_OFF
hey switch on bathroom led please,LIGHT_ON
please enable kitchen lights right now,LIGHT_ON
could you switch off bathroom lamp right now,LIGHT_OFF
hey power off living room lights please,LIGHT_OFF
could you power on garage lights for me,LIGHT_ON
can you switch off kitchen lights please,LIGHT_OFF
hey stop hall light please,LIGHT_OFF
hey power off garage light right now,LIGHT_OFF
would you power on bedroom lamp for me,LIGHT_ON
hey power on garage led,LIGHT_ON
power off bathroom lights please,LIGHT_OFF
can you switch on hall lights,LIGHT_ON
would you deactivate bedroom light,LIGHT_OFF
can you power on bathroom lights,LIGHT_ON
power off office lamp for me,LIGHT_OFF
please deactivate bedroom lamp please,LIGHT_OFF
could you switch off hall light right now,LIGHT_OFF
power off bathroom light for me,LIGHT_OFF
hey switch on kitchen led for me,LIGHT_ON
can you power on office led,LIGHT_ON
can you enable led for me,LIGHT_ON
turn on office lamp,LIGHT_ON
please disable garage lamp right now,LIGHT_OFF
would you deactivate garage light please,LIGHT_OFF
can you enable hall light,LIGHT_ON
turn off kitchen light please,LIGHT_OFF
would you turn off bedroom lamp right now,LIGHT_OFF
would you turn on bathroom light,LIGHT_ON
turn off office led for me,LIGHT_OFF
activate bathroom led please,LIGHT_ON
would you deactivate led right now,LIGHT_OFF
could you enable led for me,LIGHT_ON
can you turn off bathroom lamp please,LIGHT_OFF
hey enable kitchen led,LIGHT_ON
please stop office led please,LIGHT_OFF
please disable living room led please,LIGHT_OFF
could you deactivate living room light for me,LIGHT_OFF
stop light please,LIGHT_OFF
would you switch on lamp right now,LIGHT_ON
please disable hall lamp please,LIGHT_OFF
please switch on light for me,LIGHT_ON
please enable office lights right now,LIGHT_ON
hey switch off hall lamp please,LIGHT_OFF
how are you,UNKNOWN
can you power on hall lamp,LIGHT_ON
power on kitchen lamp,LIGHT_ON
could you turn on kitchen lamp right now,LIGHT_ON
decrease temperature please,UNKNOWN
would you enable hall light for me,LIGHT_ON
activate bedroom lamp,LIGHT_ON
would you turn on garage light please,LIGHT_ON
please start living room led right now,LIGHT_ON
can you deactivate light right now,LIGHT_OFF
could you disable light,LIGHT_OFF
would you switch off lights,LIGHT_OFF
could you switch off kitchen lamp right now,LIGHT_OFF
hey power off garage lamp,LIGHT_OFF
hey activate living room led please,LIGHT_ON
could you power off garage lights right now,LIGHT_OFF
would you turn on living room lights right now,LIGHT_ON
hey turn off living room lights right now,LIGHT_OFF
would you power off bathroom lights,LIGHT_OFF
decrease temperature,UNKNOWN
hey turn on bathroom lamp,LIGHT_ON
would you power off kitchen lights right now,LIGHT_OFF
stop office lamp right now,LIGHT_OFF
power on bathroom lamp for me,LIGHT_ON
please switch off bathroom led for me,LIGHT_OFF
deactivate hall lights right now,LIGHT_OFF
hey enable bedroom lamp,LIGHT_ON
please activate hall lamp for me,LIGHT_ON
hey start office lamp right now,LIGHT_ON
please switch on kitchen lights please,LIGHT_ON
would you power on kitchen lamp right now,LIGHT_ON
please activate kitchen led,LIGHT_ON
disable kitchen lights right now,LIGHT_OFF
please switch off office lights for me,LIGHT_OFF
hey disable bathroom led right now,LIGHT_OFF
switch on bedroom light please,LIGHT_ON
switch on office lights please,LIGHT_ON
please switch on bedroom lights,LIGHT_ON
could you turn off bedroom led please,LIGHT_OFF
please disable hall lights right now,LIGHT_OFF
please enable bedroom lights,LIGHT_ON
can you turn on hall lights for me,LIGHT_ON
would you enable living room led please,LIGHT_ON
would you enable bathroom light for me,LIGHT_ON
could you power on hall lamp,LIGHT_ON
could you activate living room light please,LIGHT_ON
can you activate living room led,LIGHT_ON
can you disable garage light for me,LIGHT_OFF
could you activate kitchen led,LIGHT_ON
enable hall lights right now,LIGHT_ON
could you activate led please,LIGHT_ON
can you deactivate living room light for me,LIGHT_OFF
hey stop bedroom light right now,LIGHT_OFF
hey deactivate garage light right now,LIGHT_OFF
could you deactivate hall lights right now,LIGHT_OFF
can you stop bedroom light for me,LIGHT_OFF
please deactivate kitchen lights please,LIGHT_OFF
could you turn on hall lights please,LIGHT_ON
could you power on bedroom lamp right now,LIGHT_ON
could you turn off hall lights,LIGHT_OFF
could you switch on living room lights please,LIGHT_ON
would you switch off garage lights please,LIGHT_OFF
could you switch on light right now,LIGHT_ON
please turn off bedroom lamp please,LIGHT_OFF
hey power off kitchen led,LIGHT_OFF
hey switch off living room light for me,LIGHT_OFF
activate bathroom led for me,LIGHT_ON
hey power on living room light for me,LIGHT_ON
can you start garage lights please,LIGHT_ON
enable living room led,LIGHT_ON
please power off hall lamp for me,LIGHT_OFF
can you switch off living room lights for me,LIGHT_OFF
could you enable bathroom led,LIGHT_ON
please stop led right now,LIGHT_OFF
can you deactivate bedroom led,LIGHT_OFF
hey start bedroom led right now,LIGHT_ON
hey deactivate office led please,LIGHT_OFF
please enable garage lights for me,LIGHT_ON
hey start office light,LIGHT_ON
can you stop bedroom lights right now,LIGHT_OFF
can you switch on led for me,LIGHT_ON
hey activate kitchen light for me,LIGHT_ON
can you power on light right now,LIGHT_ON
can you turn on light for me,LIGHT_ON
can you switch off led please,LIGHT_OFF
hey switch off garage lights for me,LIGHT_OFF
turn off hall lights please,LIGHT_OFF
deactivate hall lights please,LIGHT_OFF
hey start hall light,LIGHT_ON
could you enable living room led,LIGHT_ON
turn on kitchen light for me,LIGHT_ON
hey power on kitchen led for me,LIGHT_ON
could you disable bedroom lamp please,LIGHT_OFF
would you power off hall light right now,LIGHT_OFF
would you enable garage led,LIGHT_ON
disable bedroom led please,LIGHT_OFF
would you enable lamp,LIGHT_ON
can you start kitchen light please,LIGHT_ON
can you power off hall lamp please,LIGHT_OFF
would you activate bathroom lights,LIGHT_ON
could you power off bedroom lights,LIGHT_OFF
hey disable kitchen lights for me,LIGHT_OFF
could you turn off office light please,LIGHT_OFF
would you activate bedroom led please,LIGHT_ON
can you power off bedroom lights right now,LIGHT_OFF
could you activate led,LIGHT_ON
can you enable bedroom light for me,LIGHT_ON
please deactivate living room light,LIGHT_OFF
would you turn on lamp please,LIGHT_ON
hey power on hall led please,LIGHT_ON
can you disable light for me,LIGHT_OFF
can you turn on bathroom lights for me,LIGHT_ON
hey switch off hall led for me,LIGHT_OFF
activate kitchen lamp please,LIGHT_ON
can you activate light,LIGHT_ON
would you power on bathroom lamp right now,LIGHT_ON
could you turn on office led,LIGHT_ON
hey power on kitchen light,LIGHT_ON
please switch off lamp,LIGHT_OFF
start garage light please,LIGHT_ON
please enable living room light,LIGHT_ON
set alarm,UNKNOWN
hey turn on garage lights for me,LIGHT_ON
deactivate hall lamp,LIGHT_OFF
switch off bedroom light please,LIGHT_OFF
power off hall light please,LIGHT_OFF
turn off led right now,LIGHT_OFF
can you switch off kitchen lamp please,LIGHT_OFF
can you power off office led,LIGHT_OFF
please activate living room lights,LIGHT_ON
power on living room lamp please,LIGHT_ON
switch off hall lights for me,LIGHT_OFF
hey activate living room lights,LIGHT_ON
would you deactivate hall lights right now,LIGHT_OFF
power on living room led for me,LIGHT_ON
please deactivate garage led,LIGHT_OFF
would you start bathroom light please,LIGHT_ON
turn on living room light please,LIGHT_ON
switch on bathroom lights right now,LIGHT_ON
would you stop led right now,LIGHT_OFF
would you power on lamp please,LIGHT_ON
hey power off lights please,LIGHT_OFF
start lights,LIGHT_ON
switch off living room light,LIGHT_OFF
can you enable garage led for me,LIGHT_ON
please turn on bedroom light,LIGHT_ON
turn on living room led,LIGHT_ON
hey turn on light please,LIGHT_ON
would you start living room lights,LIGHT_ON
stop kitchen light for me,LIGHT_OFF
can you switch on bedroom led,LIGHT_ON
please deactivate living room led,LIGHT_OFF
please power off bedroom lamp,LIGHT_OFF
enable office led please,LIGHT_ON
would you switch on office lights,LIGHT_ON
could you activate bathroom lights,LIGHT_ON
could you switch off led for me,LIGHT_OFF
hey disable lamp,LIGHT_OFF
hey switch off bedroom lamp for me,LIGHT_OFF
hey turn on garage lamp right now,LIGHT_ON
would you power off hall led please,LIGHT_OFF
would you switch off garage light,LIGHT_OFF
would you stop garage lamp right now,LIGHT_OFF
could you deactivate garage lamp please,LIGHT_OFF
please turn on hall lamp for me,LIGHT_ON
please turn off office lamp,LIGHT_OFF
would you turn off bedroom light for me,LIGHT_OFF
would you enable hall lights right now,LIGHT_ON
would you turn on office lights for me,LIGHT_ON
could you stop office light right now,LIGHT_OFF
hey enable bathroom light,LIGHT_ON
please disable office light,LIGHT_OFF
can you disable bathroom led please,LIGHT_OFF
turn on kitchen lamp,LIGHT_ON
please switch on kitchen light for me,LIGHT_ON
would you switch off living room lights right now,LIGHT_OFF
stop office lamp please,LIGHT_OFF
can you deactivate bedroom led please,LIGHT_OFF
hey switch on hall light for me,LIGHT_ON
can you enable hall light for me,LIGHT_ON
could you start garage light please,LIGHT_ON
could you start garage lamp,LIGHT_ON
can you activate office lamp,LIGHT_ON
could you stop bedroom light please,LIGHT_OFF
hey switch on office led right now,LIGHT_ON
hey turn on led,LIGHT_ON
could you power off living room lights right now,LIGHT_OFF
please turn on bedroom light for me,LIGHT_ON
would you switch on kitchen light right now,LIGHT_ON
hey switch on hall led right now,LIGHT_ON
could you switch off light right now,LIGHT_OFF
can you switch off led,LIGHT_OFF
hey deactivate kitchen led,LIGHT_OFF
would you turn on garage lamp right now,LIGHT_ON
can you deactivate hall light,LIGHT_OFF
hey turn off garage light for me,LIGHT_OFF
can you stop lamp for me,LIGHT_OFF
can you switch off office led,LIGHT_OFF
would you power off office lamp for me,LIGHT_OFF
hey deactivate kitchen led right now,LIGHT_OFF
can you enable garage led right now,LIGHT_ON
please power off bathroom light,LIGHT_OFF
can you switch off garage led,LIGHT_OFF
could you deactivate hall lamp,LIGHT_OFF
hey deactivate garage led please,LIGHT_OFF
could you turn on office lamp please,LIGHT_ON
could you turn off hall led,LIGHT_OFF
hey disable led right now,LIGHT_OFF
could you turn off hall light,LIGHT_OFF
power off garage light,LIGHT_OFF
can you power on bedroom lights,LIGHT_ON
could you activate living room led,LIGHT_ON
start office led right now,LIGHT_ON
switch on office lights,LIGHT_ON
hey disable kitchen light,LIGHT_OFF
could you start living room lamp,LIGHT_ON
can you disable bedroom light right now,LIGHT_OFF
would you activate kitchen lights right now,LIGHT_ON
could you turn on bathroom light,LIGHT_ON
would you enable bathroom lamp please,LIGHT_ON
would you power off garage light right now,LIGHT_OFF
could you switch off kitchen light for me,LIGHT_OFF
would you switch off garage led please,LIGHT_OFF
start office led for me,LIGHT_ON
could you turn off hall lamp for me,LIGHT_OFF
switch off kitchen led right now,LIGHT_OFF
could you disable living room lamp please,LIGHT_OFF
could you power on garage light please,LIGHT_ON
hey power off bedroom led,LIGHT_OFF
start kitchen led,LIGHT_ON
could you turn off office lamp please,LIGHT_OFF
would you activate lights right now,LIGHT_ON
could you switch off hall lights for me,LIGHT_OFF
deactivate living room led,LIGHT_OFF
disable bedroom lamp,LIGHT_OFF
could you turn on living room lights right now,LIGHT_ON
could you enable kitchen lights for me,LIGHT_ON
can you enable hall lights for me,LIGHT_ON
would you turn on bedroom light,LIGHT_ON
could you stop office led for me,LIGHT_OFF
can you turn off kitchen light for me,LIGHT_OFF
would you stop hall led right now,LIGHT_OFF
could you power off garage lights for me,LIGHT_OFF
would you start light right now,LIGHT_ON
hey switch on hall lamp for me,LIGHT_ON
please switch off garage light right now,LIGHT_OFF
would you activate bathroom light please,LIGHT_ON
could you power on living room led for me,LIGHT_ON
turn off lamp,LIGHT_OFF
power on bedroom light,LIGHT_ON
switch on living room lights please,LIGHT_ON
activate living room light,LIGHT_ON
switch off bathroom lights for me,LIGHT_OFF
turn on bedroom light right now,LIGHT_ON
please start office light for me,LIGHT_ON
please turn on hall light please,LIGHT_ON
power off bathroom led right now,LIGHT_OFF
please switch off hall lights right now,LIGHT_OFF
please stop hall lights,LIGHT_OFF
would you disable bedroom light right now,LIGHT_OFF
can you switch on bedroom lamp for me,LIGHT_ON
would you power on led please,LIGHT_ON
could you switch off garage lights for me,LIGHT_OFF
hey deactivate living room led,LIGHT_OFF
could you turn on garage lamp for me,LIGHT_ON
please power off bathroom led,LIGHT_OFF
could you deactivate garage lights right now,LIGHT_OFF
would you power on bedroom lights please,LIGHT_ON
stop hall led right now,LIGHT_OFF
hey start living room lights right now,LIGHT_ON
turn off living room led for me,LIGHT_OFF
could you deactivate living room lamp right now,LIGHT_OFF
enable bedroom lamp for me,LIGHT_ON
can you stop living room lights,LIGHT_OFF
would you switch off light please,LIGHT_OFF
turn on kitchen lights for me,LIGHT_ON
hey deactivate bathroom light please,LIGHT_OFF
please deactivate garage light,LIGHT_OFF
could you stop office lamp right now,LIGHT_OFF
turn off living room lights for me,LIGHT_OFF
would you stop office light for me,LIGHT_OFF
could you disable office lamp please,LIGHT_OFF
can you power off lamp right now,LIGHT_OFF
stop lamp for me,LIGHT_OFF
could you enable bathroom lamp,LIGHT_ON
please power off lamp please,LIGHT_OFF
would you deactivate lights right now,LIGHT_OFF
can you disable lamp,LIGHT_OFF
could you power on garage lamp please,LIGHT_ON
please deactivate garage lights please,LIGHT_OFF
would you switch off garage lights for me,LIGHT_OFF
please turn off kitchen lights please,LIGHT_OFF
switch on kitchen lamp,LIGHT_ON
please disable living room light for me,LIGHT_OFF
please disable hall lamp for me,LIGHT_OFF
could you stop led for me,LIGHT_OFF
can you disable living room lamp please,LIGHT_OFF
power on office led,LIGHT_ON
please turn off garage lamp right now,LIGHT_OFF
could you power on living room light,LIGHT_ON
hey disable bathroom lamp please,LIGHT_OFF
can you turn off office lamp please,LIGHT_OFF
would you enable kitchen light please,LIGHT_ON
can you power off bedroom lamp for me,LIGHT_OFF
please power on office lamp please,LIGHT_ON
switch on hall light,LIGHT_ON
please deactivate garage lights for me,LIGHT_OFF
can you switch off hall lights please,LIGHT_OFF
hey turn on lamp please,LIGHT_ON
please turn off light right now,LIGHT_OFF
can you power off living room light for me,LIGHT_OFF
can you turn on office led,LIGHT_ON
would you switch on garage light right now,LIGHT_ON
please switch off office lamp right now,LIGHT_OFF
please disable garage lights right now,LIGHT_OFF
can you switch on living room lights right now,LIGHT_ON
could you power on lamp for me,LIGHT_ON
would you switch on living room lamp for me,LIGHT_ON
hey disable lights for me,LIGHT_OFF
could you power off living room lamp,LIGHT_OFF
hey activate kitchen lamp right now,LIGHT_ON
please stop light right now,LIGHT_OFF
hey switch on lamp for me,LIGHT_ON
can you turn on bathroom lamp for me,LIGHT_ON
please stop bedroom lamp for me,LIGHT_OFF
enable living room lamp for me,LIGHT_ON
please turn on hall light,LIGHT_ON
start led please,LIGHT_ON
switch on living room lights right now,LIGHT_ON
power on garage light for me,LIGHT_ON
switch on kitchen lights for me,LIGHT_ON
please activate office lights right now,LIGHT_ON
please deactivate bedroom light right now,LIGHT_OFF
please turn on led,LIGHT_ON
hey power on office led please,LIGHT_ON
switch off kitchen light right now,LIGHT_OFF
please start garage lights for me,LIGHT_ON
please power off living room lamp for me,LIGHT_OFF
can you deactivate lights,LIGHT_OFF
please switch off living room lamp please,LIGHT_OFF
could you turn on hall lamp right now,LIGHT_ON
would you start lamp right now,LIGHT_ON
hey enable kitchen light,LIGHT_ON
can you turn on light,LIGHT_ON
can you switch on light for me,LIGHT_ON
could you power off garage light please,LIGHT_OFF
would you power off bedroom lights for me,LIGHT_OFF
deactivate office led please,LIGHT_OFF
can you deactivate hall lights right now,LIGHT_OFF
please activate kitchen light right now,LIGHT_ON
could you turn off office lights,LIGHT_OFF
please power on bedroom led right now,LIGHT_ON
would you turn on garage lights,LIGHT_ON
can you switch on hall light for me,LIGHT_ON
can you turn off bathroom lights for me,LIGHT_OFF
would you switch off lamp for me,LIGHT_OFF
hey activate bathroom lamp right now,LIGHT_ON
turn on bathroom light for me,LIGHT_ON
can you enable office lights for me,LIGHT_ON
activate hall led,LIGHT_ON
would you disable bedroom led right now,LIGHT_OFF
hey turn on bathroom led,LIGHT_ON
could you enable bathroom lights,LIGHT_ON
please switch on office lamp right now,LIGHT_ON
would you disable living room lights,LIGHT_OFF
could you deactivate hall lights,LIGHT_OFF
would you disable garage lamp please,LIGHT_OFF
switch off kitchen led,LIGHT_OFF
enable bedroom lights please,LIGHT_ON
power on garage lamp,LIGHT_ON
please turn on light please,LIGHT_ON
would you power on hall led for me,LIGHT_ON
please deactivate living room lamp for me,LIGHT_OFF
please deactivate bedroom led for me,LIGHT_OFF
can you deactivate kitchen lamp please,LIGHT_OFF
would you deactivate office lights for me,LIGHT_OFF
hey power on bathroom light,LIGHT_ON
would you turn off office lights please,LIGHT_OFF
hey switch on lights for me,LIGHT_ON
would you turn on living room led,LIGHT_ON
could you turn on garage light,LIGHT_ON
hey switch off kitchen light for me,LIGHT_OFF
please activate office lights for me,LIGHT_ON
could you start bedroom lights for me,LIGHT_ON
please turn off lights please,LIGHT_OFF
could you switch on living room light please,LIGHT_ON
power off living room led,LIGHT_OFF
would you start hall lamp for me,LIGHT_ON
please activate garage led right now,LIGHT_ON
would you activate light for me,LIGHT_ON
please activate living room lamp,LIGHT_ON
disable kitchen led please,LIGHT_OFF
hey start kitchen light,LIGHT_ON
please disable kitchen lamp right now,LIGHT_OFF
could you power on garage lamp for me,LIGHT_ON
can you enable kitchen lamp,LIGHT_ON
hey stop bathroom light right now,LIGHT_OFF
can you start office lamp right now,LIGHT_ON
can you switch off bathroom lights for me,LIGHT_OFF
please power off office lights please,LIGHT_OFF
can you disable office light,LIGHT_OFF
would you turn off hall light,LIGHT_OFF
can you power on bathroom light for me,LIGHT_ON
can you power off garage light right now,LIGHT_OFF
hey turn on light,LIGHT_ON
could you turn off bedroom lamp for me,LIGHT_OFF
would you activate living room led please,LIGHT_ON
could you start bedroom lamp right now,LIGHT_ON
please power on hall led,LIGHT_ON
hey activate bathroom lights for me,LIGHT_ON
switch off living room lights for me,LIGHT_OFF
hey enable bathroom lamp for me,LIGHT_ON
would you deactivate lights for me,LIGHT_OFF
could you power on kitchen lights,LIGHT_ON
could you power off office light right now,LIGHT_OFF
please turn off hall light right now,LIGHT_OFF
would you turn on hall lights right now,LIGHT_ON
power off bedroom light for me,LIGHT_OFF
can you stop light right now,LIGHT_OFF
can you power on living room lights please,LIGHT_ON
stop garage lights right now,LIGHT_OFF
would you enable hall led please,LIGHT_ON
could you stop office lamp,LIGHT_OFF
hey disable living room lights right now,LIGHT_OFF
could you switch on garage light,LIGHT_ON
can you deactivate office light please,LIGHT_OFF
power on bedroom lamp please,LIGHT_ON
please stop hall led,LIGHT_OFF
would you stop kitchen lights for me,LIGHT_OFF
hey power off garage lamp right now,LIGHT_OFF
hey switch on garage lights right now,LIGHT_ON
banana,UNKNOWN
please switch on living room lights for me,LIGHT_ON
please switch on kitchen led for me,LIGHT_ON
could you disable hall led right now,LIGHT_OFF
could you enable bathroom lamp for me,LIGHT_ON
please turn on office light please,LIGHT_ON
can you power on living room light for me,LIGHT_ON
please switch on living room lamp right now,LIGHT_ON
could you switch on light,LIGHT_ON
hey switch off bedroom led,LIGHT_OFF
could you start living room led right now,LIGHT_ON
can you stop bedroom led for me,LIGHT_OFF
hey disable bathroom light please,LIGHT_OFF
could you power off office lights please,LIGHT_OFF
hey activate led please,LIGHT_ON
can you activate living room lamp for me,LIGHT_ON
can you switch on hall lights for me,LIGHT_ON
hey start office led please,LIGHT_ON
please deactivate light for me,LIGHT_OFF
hey enable bathroom led right now,LIGHT_ON
hey stop office light,LIGHT_OFF
would you activate office led please,LIGHT_ON
could you turn off lamp right now,LIGHT_OFF
please turn on office light right now,LIGHT_ON
could you enable bedroom lamp for me,LIGHT_ON
